Contig Name	Contig Length
contig_237965_1	31911
contig_237966_1	127267
contig_237970_1	35881
contig_237974_1	11938
contig_237977_1	80043
contig_237979_1	32442
contig_237981_1	27201
contig_237996_1	19708
contig_238000_1	29871
contig_238002_1	31796
contig_238003_1	40907
contig_238007_1	33152
contig_238014_1	105145
contig_238020_1	22988
contig_238021_1	75814
contig_238026_1	19372
contig_238030_1	19767
contig_238038_1	19222
contig_238044_1	23487
contig_238049_1	120318
contig_238053_1	24128
contig_238056_1	15193
contig_238058_1	19773
contig_23806_1	23209
contig_238061_1	21851
contig_238072_1	30097
contig_238078_1	15531
contig_238089_1	16827
contig_238090_1	34577
contig_238091_1	20025
contig_238096_1	8078
contig_23811_1	74264
contig_238120_1	61804
contig_238127_1	119481
contig_238129_1	34577
contig_23813_1	35674
contig_238133_1	21728
contig_238135_1	32484
contig_23814_1	66469
contig_238140_1	27757
contig_238144_1	51405
contig_238147_1	33597
contig_238161_1	47068
contig_238166_1	51686
contig_23817_1	179063
contig_238171_1	23856
contig_238174_1	94758
contig_238178_1	7197
contig_238183_1	16829
contig_238192_1	16197
contig_238195_1	23490
contig_238197_1	77665
contig_23820_1	152104
contig_238201_1	72255
contig_238203_1	29774
contig_238206_1	90861
contig_238214_1	15530
contig_238215_1	53952
contig_238230_1	15479
contig_238253_1	23848
contig_238255_1	12408
contig_238256_1	19328
contig_23826_1	560172
contig_238261_1	10475
contig_238264_1	34302
contig_238277_1	42798
contig_238278_1	40340
contig_238287_1	23005
contig_23829_1	162562
contig_23830_1	250307
contig_238303_1	65945
contig_238305_1	20051
contig_238311_1	38431
contig_23833_1	124476
contig_238332_1	29101
contig_238355_1	38461
contig_238360_1	114305
contig_238361_1	60257
contig_238363_1	2693
contig_238367_1	32510
contig_238380_1	18026
contig_238383_1	50208
contig_23839_1	65144
contig_238390_1	96629
contig_238394_1	5896
contig_238395_1	23292
contig_2384_1	3071
contig_23841_1	46502
contig_238413_1	30264
contig_238420_1	76065
contig_238426_1	108081
contig_238428_1	79483
contig_238439_1	12372
contig_238450_1	14597
contig_238461_1	41827
contig_238462_1	21592
contig_238472_1	196296
contig_238475_1	23051
contig_238478_1	57391
contig_238480_1	16840
contig_238481_1	11364
contig_238483_1	42589
contig_238485_1	36853
contig_238489_1	148751
contig_238491_1	46571
contig_238495_1	39973
contig_238496_1	31900
contig_238502_1	10908
contig_238503_1	27677
contig_238507_1	19106
contig_238513_1	13265
contig_238517_1	26638
contig_238519_1	32389
contig_238522_1	116732
contig_238525_1	18450
contig_238528_1	42410
contig_238529_1	136457
contig_238531_1	28591
contig_238534_1	47064
contig_238551_1	53442
contig_238559_1	21136
contig_23856_1	186297
contig_238561_1	53008
contig_238562_1	72212
contig_238565_1	47563
contig_238567_1	21242
contig_238568_1	26324
contig_238570_1	25095
contig_238573_1	36013
contig_238574_1	89910
contig_238584_1	29099
contig_238588_1	24069
contig_238591_1	17359
contig_23860_1	54286
contig_238605_1	142174
contig_238606_1	242197
contig_238608_1	14875
contig_238614_1	15097
contig_238615_1	19396
contig_238617_1	19517
contig_238621_1	16314
contig_238627_1	39587
contig_238631_1	49964
contig_238632_1	21884
contig_238634_1	58608
contig_238639_1	40896
contig_23864_1	134554
contig_238643_1	14113
contig_23865_1	107320
contig_238654_1	13318
contig_238655_1	33027
contig_23866_1	26157
contig_23867_1	26015
contig_238679_1	6679
contig_238685_1	26458
contig_238688_1	27912
contig_238693_1	55824
contig_238694_1	7727
contig_238701_1	21628
contig_238705_1	18448
contig_238719_1	29658
contig_238721_1	7744
contig_238724_1	29347
contig_238727_1	17443
contig_238733_1	17242
contig_238737_1	13320
contig_238738_1	17571
contig_238756_1	10907
contig_23876_1	173530
contig_238798_1	23142
contig_238799_1	52750
contig_23880_1	47743
contig_238805_1	44297
contig_238806_1	21991
contig_238807_1	3783
contig_238809_1	20289
contig_23881_1	57934
contig_238832_1	36469
contig_238844_1	21022
contig_238848_1	20920
contig_23885_1	18994
contig_238852_1	27418
contig_238857_1	81125
contig_238863_1	47895
contig_238864_1	38239
contig_238867_1	90157
contig_238869_1	19116
contig_238887_1	56801
contig_238892_1	18453
contig_238895_1	9800
contig_238896_1	38012
contig_23890_1	79691
contig_238900_1	15915
contig_23892_1	50405
contig_23893_1	93727
contig_238954_1	18413
contig_238956_1	17443
contig_238963_1	20457
contig_238964_1	35698
contig_238967_1	57564
contig_238970_1	28577
contig_238973_1	20502
contig_23898_1	19640
contig_238980_1	45221
contig_238987_1	85644
contig_23899_1	123299
contig_238993_1	28984
contig_238999_1	43366
contig_239001_1	20461
contig_239007_1	31443
contig_239008_1	49555
contig_239014_1	14564
contig_239017_1	14995
contig_239019_1	25604
contig_239036_1	40928
contig_23904_1	188135
contig_239044_1	53111
contig_23905_1	2895
contig_239050_1	60916
contig_23907_1	95178
contig_239075_1	24354
contig_239079_1	21468
contig_239088_1	33345
contig_239097_1	23663
contig_239099_1	3173
contig_23910_1	96926
contig_239100_1	29421
contig_239101_1	21241
contig_239102_1	12487
contig_239136_1	22540
contig_239153_1	22993
contig_239154_1	14613
contig_239159_1	9381
contig_239163_1	5614
contig_239164_1	2549
contig_239172_1	7482
contig_239177_1	14388
contig_239178_1	21592
contig_239181_1	18143
contig_239185_1	16826
contig_239188_1	22107
contig_239206_1	33435
contig_23921_1	33131
contig_239215_1	24350
contig_239219_1	33098
contig_239224_1	3989
contig_23923_1	161894
contig_239233_1	279678
contig_239235_1	36912
contig_239242_1	18594
contig_239244_1	36381
contig_239248_1	22413
contig_239249_1	331991
contig_23925_1	77622
contig_239250_1	21929
contig_239259_1	34562
contig_23926_1	94601
contig_239274_1	19731
contig_23928_1	33241
contig_239284_1	62136
contig_239287_1	26183
contig_239289_1	112593
contig_239290_1	40327
contig_239292_1	117955
contig_239295_1	18813
contig_23930_1	65181
contig_239300_1	94873
contig_239313_1	28662
contig_239319_1	28135
contig_23932_1	80962
contig_239320_1	71802
contig_239326_1	9791
contig_239329_1	16385
contig_23933_1	22631
contig_239332_1	42394
contig_239341_1	40738
contig_23935_1	19767
contig_239353_1	81106
contig_239354_1	32304
contig_239365_1	3268
contig_239369_1	5602
contig_239376_1	30725
contig_23938_1	109335
contig_239386_1	61012
contig_239387_1	23655
contig_23939_1	70204
contig_2394_1	434602
contig_23942_1	42206
contig_239424_1	36901
contig_239440_1	42055
contig_239443_1	23193
contig_239444_1	48772
contig_239447_1	7440
contig_239457_1	19512
contig_239461_1	388021
contig_239464_1	11731
contig_239469_1	24481
contig_239471_1	23054
contig_239473_1	16625
contig_239476_1	101664
contig_239484_1	26314
contig_239488_1	24621
contig_23949_1	4402
contig_239493_1	28218
contig_239494_1	27737
contig_239496_1	36862
contig_239499_1	18466
contig_239500_1	23928
contig_239527_1	30562
contig_239529_1	29681
contig_23953_1	146192
contig_239530_1	82973
contig_239532_1	37826
contig_239534_1	95789
contig_239538_1	5186
contig_239539_1	24986
contig_239547_1	27166
contig_239550_1	152805
contig_23956_1	74121
contig_239562_1	20794
contig_239572_1	56742
contig_239573_1	38785
contig_239580_1	5633
contig_239581_1	12954
contig_23959_1	309903
contig_239598_1	14532
contig_239615_1	20135
contig_239617_1	15697
contig_239619_1	69659
contig_23962_1	175896
contig_239621_1	23892
contig_239622_1	18074
contig_239628_1	21883
contig_239631_1	13041
contig_239638_1	23573
contig_23964_1	90157
contig_239654_1	29305
contig_239655_1	29300
contig_23966_1	48097
contig_239661_1	14733
contig_239662_1	25119
contig_23967_1	148477
contig_239670_1	17436
contig_239673_1	27594
contig_239674_1	30842
contig_239679_1	25857
contig_239680_1	84435
contig_239681_1	26444
contig_239697_1	8907
contig_239698_1	14818
contig_23971_1	24233
contig_239710_1	55399
contig_23972_1	43769
contig_239721_1	19324
contig_239725_1	19338
contig_239727_1	28850
contig_239728_1	48512
contig_239729_1	215116
contig_239730_1	88200
contig_239732_1	8019
contig_239741_1	30072
contig_239748_1	108194
contig_239756_1	80389
contig_239762_1	8375
contig_239787_1	18448
contig_239798_1	19836
contig_239799_1	21795
contig_23980_1	28815
contig_23982_1	183829
contig_239828_1	205146
contig_239829_1	61757
contig_23983_1	30087
contig_239832_1	29565
contig_239837_1	21012
contig_239840_1	63303
contig_239844_1	24085
contig_239846_1	22555
contig_239848_1	23891
contig_239853_1	45558
contig_239854_1	19483
contig_239864_1	41903
contig_239865_1	40327
contig_239872_1	3978
contig_239890_1	40793
contig_239896_1	6998
contig_239898_1	16219
contig_239901_1	23677
contig_239904_1	25226
contig_239906_1	40132
contig_239916_1	42899
contig_239921_1	48809
contig_239926_1	20408
contig_23993_1	83283
contig_23994_1	836
contig_239943_1	150764
contig_239949_1	389989
contig_239958_1	19369
contig_239967_1	49659
contig_23997_1	22301
contig_239971_1	26459
contig_239983_1	34978
contig_239985_1	29039
contig_239987_1	5692
contig_23999_1	16862
contig_239995_1	41390
contig_239997_1	24602
contig_239998_1	75971
contig_239999_1	16098
contig_24000_1	92897
contig_240000_1	123156
contig_240006_1	42112
contig_240008_1	15437
contig_240018_1	40808
contig_240023_1	21192
contig_240029_1	2016
contig_240030_1	154627
contig_240037_1	129219
contig_240041_1	16775
contig_240050_1	11019
contig_240051_1	18990
contig_240053_1	22003
contig_240055_1	28908
contig_240064_1	27657
contig_240070_1	5580
contig_240073_1	8396
contig_240074_1	1370
contig_240083_1	55459
contig_240095_1	9988
contig_240112_1	28247
contig_240115_1	37304
contig_240116_1	65720
contig_240118_1	17413
contig_240119_1	31553
contig_24012_1	60892
contig_240121_1	13576
contig_240126_1	26968
contig_240127_1	47237
contig_240129_1	77937
contig_24013_1	350968
contig_240140_1	27497
contig_240142_1	37897
contig_240148_1	22472
contig_24016_1	33618
contig_240160_1	5484
contig_240167_1	22679
contig_240168_1	86028
contig_240170_1	14881
contig_240174_1	21945
contig_240186_1	13117
contig_240198_1	18980
contig_24020_1	36175
contig_240209_1	12158
contig_240218_1	22769
contig_240221_1	64121
contig_240222_1	152992
contig_240234_1	13255
contig_240237_1	31188
contig_240243_1	27874
contig_240244_1	8134
contig_240257_1	72561
contig_24026_1	32128
contig_240263_1	89535
contig_240264_1	25325
contig_240269_1	22637
contig_240273_1	146552
contig_240276_1	49132
contig_240279_1	39528
contig_240286_1	45291
contig_240287_1	8738
contig_24029_1	174253
contig_240300_1	45197
contig_240302_1	121505
contig_24031_1	35539
contig_240312_1	29656
contig_240328_1	20755
contig_240334_1	203894
contig_240339_1	21039
contig_240342_1	23546
contig_240348_1	17054
contig_240357_1	20816
contig_24036_1	32074
contig_240360_1	18808
contig_240362_1	5929
contig_240372_1	37699
contig_240376_1	7643
contig_240386_1	72703
contig_240388_1	91119
contig_240393_1	27469
contig_240395_1	16992
contig_240401_1	63434
contig_240402_1	16289
contig_240403_1	37361
contig_240405_1	57166
contig_240406_1	38620
contig_240415_1	103536
contig_240416_1	95881
contig_240417_1	189062
contig_240418_1	103339
contig_24042_1	50602
contig_240424_1	12668
contig_24044_1	217155
contig_240442_1	21312
contig_240444_1	18280
contig_24045_1	10343
contig_240454_1	43219
contig_240460_1	29266
contig_240461_1	18768
contig_240467_1	31803
contig_240469_1	32521
contig_240470_1	38601
contig_240471_1	31010
contig_240474_1	21339
contig_240479_1	95036
contig_240488_1	19996
contig_240489_1	123408
contig_24049_1	39920
contig_240492_1	38160
contig_240494_1	71931
contig_24050_1	113691
contig_240503_1	23360
contig_240505_1	27798
contig_240507_1	15575
contig_240510_1	88470
contig_240512_1	41530
contig_240513_1	63395
contig_240519_1	56471
contig_24052_1	19846
contig_240528_1	19681
contig_240533_1	97181
contig_240534_1	90570
contig_240536_1	75302
contig_240542_1	33128
contig_240546_1	22540
contig_24055_1	43204
contig_240563_1	19001
contig_240565_1	36650
contig_240567_1	37018
contig_24057_1	38474
contig_240577_1	17590
contig_240578_1	32258
contig_24058_1	30590
contig_240581_1	22196
contig_240588_1	29510
contig_240596_1	48279
contig_240604_1	47918
contig_240607_1	24355
contig_24061_1	77151
contig_240611_1	49686
contig_240617_1	10719
contig_240618_1	36222
contig_240622_1	11912
contig_240623_1	45752
contig_240624_1	29515
contig_240630_1	47325
contig_240632_1	21151
contig_240637_1	29197
contig_24064_1	23976
contig_240645_1	23475
contig_24065_1	60627
contig_240653_1	17621
contig_240660_1	29904
contig_240668_1	11396
contig_240673_1	2918
contig_240681_1	21734
contig_240685_1	40086
contig_240688_1	16162
contig_24069_1	164269
contig_240690_1	4477
contig_240698_1	17209
contig_24070_1	363172
contig_240700_1	123760
contig_240701_1	45928
contig_240707_1	16337
contig_240711_1	27349
contig_240718_1	75119
contig_240731_1	19842
contig_240732_1	49951
contig_240741_1	23087
contig_240743_1	17005
contig_240745_1	44832
contig_240747_1	93365
contig_240754_1	25846
contig_240766_1	17333
contig_240769_1	43045
contig_24077_1	47510
contig_240771_1	19005
contig_240775_1	11511
contig_240782_1	64919
contig_240783_1	8575
contig_24079_1	36377
contig_240793_1	40400
contig_240797_1	120913
contig_240804_1	1591
contig_240812_1	19324
contig_240814_1	39404
contig_240815_1	35797
contig_240822_1	91652
contig_240825_1	5168
contig_24083_1	57809
contig_240832_1	12566
contig_24084_1	36168
contig_240841_1	29571
contig_240849_1	55774
contig_24085_1	16589
contig_24086_1	14340
contig_240866_1	18497
contig_240876_1	14937
contig_24088_1	64424
contig_240881_1	115806
contig_240885_1	49174
contig_240905_1	19569
contig_240915_1	89775
contig_240919_1	27246
contig_240920_1	14530
contig_240922_1	10538
contig_240929_1	31740
contig_240934_1	5086
contig_24094_1	83457
contig_240943_1	21097
contig_240945_1	17706
contig_240948_1	30982
contig_240949_1	35157
contig_24095_1	21045
contig_240954_1	21573
contig_240955_1	21611
contig_240960_1	61024
contig_240963_1	44479
contig_240964_1	32095
contig_24097_1	23686
contig_240984_1	10726
contig_240987_1	44635
contig_24100_1	136043
contig_241000_1	56153
contig_241003_1	88096
contig_241011_1	16196
contig_241014_1	30187
contig_241015_1	26837
contig_24102_1	7650
contig_241028_1	109856
contig_241032_1	61790
contig_241036_1	8713
contig_241037_1	17313
contig_24104_1	1226
contig_241042_1	21525
contig_241043_1	43996
contig_241045_1	24326
contig_241052_1	28327
contig_241054_1	164584
contig_241067_1	38654
contig_241074_1	14249
contig_241083_1	3852
contig_24109_1	16711
contig_241091_1	11541
contig_241094_1	3335
contig_241106_1	21180
contig_241108_1	6090
contig_241117_1	133584
contig_24112_1	214806
contig_241121_1	17425
contig_241125_1	19371
contig_241126_1	87501
contig_24114_1	66165
contig_241155_1	95383
contig_241159_1	29251
contig_241162_1	25454
contig_24117_1	29077
contig_241170_1	19934
contig_241175_1	44235
contig_24118_1	198414
contig_241183_1	11799
contig_241205_1	13987
contig_241214_1	30379
contig_24123_1	107616
contig_241243_1	40970
contig_241259_1	51646
contig_241265_1	25469
contig_241268_1	11594
contig_241269_1	13666
contig_241271_1	27396
contig_241277_1	203968
contig_241282_1	215157
contig_24129_1	97550
contig_241293_1	24096
contig_241294_1	74470
contig_241299_1	24133
contig_241301_1	30385
contig_241307_1	32187
contig_24131_1	76457
contig_241313_1	20382
contig_241321_1	30499
contig_241325_1	10030
contig_24133_1	105299
contig_241335_1	39043
contig_241337_1	15376
contig_241343_1	41907
contig_241345_1	27566
contig_241348_1	14401
contig_24135_1	53392
contig_241350_1	28216
contig_241351_1	68275
contig_241358_1	6406
contig_241360_1	31931
contig_241361_1	1518
contig_241367_1	20924
contig_24137_1	37394
contig_241372_1	52378
contig_241387_1	17479
contig_241388_1	33425
contig_24139_1	24189
contig_241402_1	33552
contig_241405_1	27977
contig_241406_1	24416
contig_241408_1	11517
contig_24141_1	31258
contig_241413_1	24584
contig_241418_1	11229
contig_241425_1	114657
contig_241428_1	28873
contig_241435_1	32601
contig_241447_1	32790
contig_24145_1	147869
contig_241450_1	43155
contig_241464_1	16650
contig_241466_1	35201
contig_241472_1	47584
contig_241474_1	27246
contig_241475_1	82691
contig_241477_1	19825
contig_24148_1	34117
contig_241480_1	154706
contig_241483_1	87217
contig_241497_1	33948
contig_241498_1	36956
contig_241500_1	6450
contig_241501_1	27859
contig_241504_1	76306
contig_241513_1	54786
contig_241515_1	18029
contig_241517_1	51403
contig_24152_1	16719
contig_241522_1	11838
contig_241528_1	21988
contig_24154_1	149778
contig_241542_1	31677
contig_241544_1	81442
contig_241556_1	8844
contig_24156_1	67945
contig_241580_1	40633
contig_241581_1	59755
contig_24159_1	352687
contig_241596_1	46382
contig_241597_1	58336
contig_24160_1	241569
contig_241604_1	71739
contig_241611_1	198333
contig_241613_1	12479
contig_241615_1	30768
contig_241625_1	31689
contig_241627_1	53386
contig_241628_1	6163
contig_241634_1	7881
contig_241642_1	19243
contig_241644_1	348410
contig_241649_1	12910
contig_24165_1	75138
contig_241655_1	15264
contig_241664_1	91569
contig_241666_1	11912
contig_24167_1	142733
contig_241673_1	17608
contig_241675_1	7833
contig_24168_1	108855
contig_241682_1	41432
contig_241684_1	7624
contig_241686_1	88088
contig_24169_1	95852
contig_241694_1	8330
contig_241695_1	131750
contig_241698_1	25069
contig_241699_1	23095
contig_2417_1	204264
contig_24170_1	40657
contig_24171_1	9869
contig_241712_1	34990
contig_241715_1	8168
contig_241719_1	21042
contig_24172_1	263113
contig_241723_1	57762
contig_241725_1	36651
contig_241730_1	23392
contig_241734_1	26836
contig_241741_1	48036
contig_241756_1	15287
contig_24176_1	21509
contig_241761_1	44283
contig_241764_1	23778
contig_241765_1	39963
contig_241766_1	8815
contig_241770_1	23602
contig_241771_1	8861
contig_241778_1	40201
contig_241779_1	22229
contig_241780_1	59503
contig_241784_1	26307
contig_241785_1	55583
contig_241787_1	29503
contig_241789_1	22297
contig_241794_1	71762
contig_241816_1	19693
contig_241824_1	21958
contig_241833_1	15724
contig_241842_1	71306
contig_241846_1	29950
contig_241848_1	23026
contig_241849_1	42565
contig_241852_1	44399
contig_241860_1	259911
contig_241866_1	41061
contig_241880_1	10946
contig_241881_1	31952
contig_241882_1	60531
contig_241889_1	15188
contig_241907_1	21881
contig_241908_1	78551
contig_24191_1	45402
contig_24192_1	52007
contig_241920_1	39062
contig_241927_1	25360
contig_241936_1	39243
contig_241945_1	31963
contig_241946_1	19580
contig_241950_1	22252
contig_241951_1	17876
contig_241954_1	16053
contig_241959_1	32211
contig_241964_1	72910
contig_241969_1	35863
contig_241971_1	22104
contig_241979_1	249433
contig_241989_1	18625
contig_24199_1	43567
contig_241991_1	51516
contig_241993_1	46058
contig_241995_1	76704
contig_241996_1	48883
contig_242_1	28644
contig_242001_1	56661
contig_242002_1	15679
contig_242010_1	44660
contig_242011_1	31989
contig_242014_1	22673
contig_242018_1	24161
contig_242019_1	76888
contig_242021_1	32276
contig_242023_1	23477
contig_242027_1	326957
contig_242028_1	20806
contig_242031_1	40596
contig_242033_1	63585
contig_242039_1	61749
contig_242045_1	29349
contig_24205_1	81569
contig_242052_1	40513
contig_242057_1	23650
contig_242058_1	21885
contig_24206_1	289580
contig_242063_1	51155
contig_242075_1	20759
contig_242079_1	41096
contig_24208_1	24827
contig_242089_1	34272
contig_24210_1	74490
contig_242104_1	96319
contig_242109_1	79590
contig_242117_1	16067
contig_24212_1	2050
contig_242124_1	19935
contig_242128_1	22472
contig_242129_1	28587
contig_24213_1	53963
contig_242147_1	97038
contig_242150_1	27560
contig_242160_1	83637
contig_242164_1	104164
contig_242165_1	56804
contig_242167_1	35507
contig_242168_1	39019
contig_24217_1	32644
contig_242171_1	45377
contig_242180_1	16412
contig_242186_1	39114
contig_242188_1	31767
contig_24220_1	272983
contig_242212_1	26086
contig_242221_1	19804
contig_242224_1	16969
contig_242226_1	28156
contig_242236_1	11257
contig_242237_1	11838
contig_242238_1	36686
contig_242247_1	62979
contig_242248_1	24357
contig_242255_1	118232
contig_242257_1	4388
contig_24226_1	30656
contig_242264_1	24286
contig_242266_1	16685
contig_242271_1	93373
contig_242275_1	69450
contig_242276_1	11037
contig_242283_1	30100
contig_242284_1	26305
contig_242288_1	23958
contig_242289_1	2141
contig_24229_1	41722
contig_242291_1	116732
contig_242292_1	222706
contig_242294_1	16787
contig_24231_1	25205
contig_242324_1	20653
contig_24233_1	18591
contig_242331_1	26435
contig_242347_1	90247
contig_242348_1	305700
contig_24235_1	46091
contig_24236_1	16790
contig_242361_1	200894
contig_242363_1	86069
contig_242366_1	34959
contig_242367_1	59591
contig_242368_1	31030
contig_242372_1	17100
contig_242375_1	81008
contig_242380_1	74645
contig_242384_1	68171
contig_24240_1	67221
contig_242400_1	16458
contig_242415_1	37257
contig_24242_1	59540
contig_242420_1	46091
contig_242424_1	29925
contig_242426_1	65137
contig_242441_1	27534
contig_242457_1	6338
contig_242463_1	20776
contig_242469_1	66892
contig_242471_1	21686
contig_242476_1	9303
contig_242480_1	25013
contig_242484_1	8553
contig_242487_1	9626
contig_24249_1	23851
contig_242490_1	2517
contig_242495_1	30506
contig_242503_1	41883
contig_24251_1	365483
contig_242516_1	15713
contig_242517_1	17491
contig_242521_1	31053
contig_242522_1	8194
contig_242540_1	16779
contig_242548_1	60268
contig_242563_1	19999
contig_242564_1	46799
contig_242573_1	32377
contig_242576_1	12974
contig_242577_1	26798
contig_242581_1	14965
contig_24259_1	391507
contig_242595_1	35311
contig_242600_1	80598
contig_242603_1	16450
contig_242613_1	50695
contig_242619_1	32616
contig_242622_1	24107
contig_242648_1	156574
contig_242650_1	47935
contig_242658_1	90782
contig_242662_1	17782
contig_24267_1	141199
contig_242672_1	32264
contig_242674_1	63753
contig_242679_1	57714
contig_24268_1	96619
contig_24269_1	33179
contig_242699_1	7557
contig_242701_1	22250
contig_242707_1	33974
contig_24271_1	48939
contig_242712_1	32795
contig_242713_1	25791
contig_242717_1	30133
contig_24272_1	58454
contig_242729_1	16480
contig_24274_1	24082
contig_242742_1	7155
contig_242750_1	42864
contig_242753_1	27475
contig_242754_1	30033
contig_242755_1	48904
contig_242758_1	28831
contig_242761_1	49907
contig_242767_1	78578
contig_24277_1	31262
contig_242770_1	25623
contig_242772_1	18169
contig_242777_1	18213
contig_242778_1	34809
contig_242781_1	13502
contig_242786_1	4367
contig_242787_1	147327
contig_242788_1	24889
contig_242790_1	11757
contig_242810_1	14661
contig_242812_1	6512
contig_242814_1	21759
contig_24282_1	113496
contig_242820_1	28387
contig_242822_1	28086
contig_242838_1	228385
contig_242841_1	21080
contig_242846_1	56237
contig_24286_1	177762
contig_242863_1	31479
contig_24287_1	82015
contig_242871_1	74498
contig_24288_1	71736
contig_242896_1	11706
contig_242904_1	88006
contig_24291_1	76618
contig_242913_1	32713
contig_242915_1	36795
contig_242927_1	46899
contig_242935_1	19589
contig_242939_1	321762
contig_242941_1	14514
contig_242950_1	37468
contig_242957_1	111219
contig_242958_1	62351
contig_242965_1	13705
contig_242975_1	29974
contig_242977_1	36271
contig_242988_1	31964
contig_243018_1	30062
contig_243020_1	42319
contig_243022_1	35794
contig_243025_1	55200
contig_24303_1	83164
contig_243030_1	35868
contig_243031_1	39216
contig_243054_1	22956
contig_243064_1	97216
contig_243070_1	129170
contig_243075_1	41797
contig_243077_1	26991
contig_243081_1	71353
contig_243083_1	40594
contig_243084_1	32354
contig_24309_1	28164
contig_243097_1	197086
contig_24310_1	127528
contig_243109_1	20380
contig_243110_1	27995
contig_243113_1	34238
contig_24313_1	53766
contig_243139_1	100473
contig_243140_1	147991
contig_243142_1	23365
contig_243145_1	22438
contig_243146_1	16577
contig_243149_1	13630
contig_24315_1	335254
contig_243152_1	34285
contig_243162_1	46414
contig_243167_1	51983
contig_243168_1	87439
contig_24317_1	38473
contig_243171_1	55127
contig_243179_1	48451
contig_24318_1	10743
contig_243213_1	68733
contig_243217_1	95260
contig_243225_1	20329
contig_243230_1	28657
contig_243233_1	13068
contig_243235_1	29836
contig_243236_1	114747
contig_243249_1	39981
contig_24327_1	30444
contig_24328_1	24305
contig_243287_1	12209
contig_243293_1	4609
contig_243296_1	25849
contig_2433_1	71037
contig_243309_1	67259
contig_24331_1	16343
contig_243311_1	20646
contig_243314_1	61425
contig_243315_1	54952
contig_243316_1	22501
contig_243317_1	2497
contig_243321_1	17390
contig_243340_1	4741
contig_243344_1	27647
contig_243347_1	22284
contig_24335_1	10991
contig_243355_1	85307
contig_24336_1	37374
contig_243372_1	36336
contig_243375_1	88115
contig_243376_1	24420
contig_243381_1	192286
contig_24339_1	152643
contig_243390_1	47013
contig_243399_1	14049
contig_24340_1	36745
contig_243402_1	44110
contig_243404_1	33974
contig_243405_1	27791
contig_243408_1	26444
contig_243411_1	22007
contig_243415_1	59429
contig_24342_1	31728
contig_243439_1	26242
contig_243440_1	15720
contig_243444_1	7882
contig_243455_1	72639
contig_243467_1	18316
contig_243472_1	283564
contig_243479_1	25923
contig_24348_1	132223
contig_243480_1	28466
contig_243483_1	69834
contig_243485_1	191262
contig_243492_1	139790
contig_243497_1	60209
contig_243513_1	20418
contig_243519_1	28900
contig_243531_1	20149
contig_243548_1	5035
contig_243549_1	70802
contig_243553_1	35767
contig_243562_1	38817
contig_243563_1	13108
contig_24357_1	442399
contig_243576_1	8717
contig_243581_1	31239
contig_243584_1	3606
contig_243585_1	2887
contig_243588_1	43931
contig_243589_1	50631
contig_243592_1	54400
contig_24360_1	41529
contig_243603_1	37731
contig_243606_1	126474
contig_243607_1	176542
contig_243615_1	18905
contig_243616_1	14803
contig_24362_1	28849
contig_24363_1	140501
contig_243633_1	5813
contig_243647_1	25230
contig_243660_1	75671
contig_243662_1	16218
contig_243670_1	54239
contig_243674_1	20044
contig_243677_1	16341
contig_24368_1	35660
contig_243686_1	219111
contig_243689_1	18553
contig_243691_1	59143
contig_243692_1	25819
contig_243710_1	47434
contig_24372_1	57972
contig_243729_1	49913
contig_24374_1	41743
contig_243741_1	20891
contig_24376_1	29414
contig_243762_1	17711
contig_243775_1	23192
contig_243779_1	27421
contig_243784_1	3276
contig_243785_1	15589
contig_243787_1	10724
contig_24379_1	37557
contig_243790_1	40130
contig_243793_1	25696
contig_243795_1	18201
contig_243796_1	19745
contig_243801_1	26578
contig_243806_1	20317
contig_243809_1	20390
contig_24381_1	27307
contig_243810_1	16354
contig_243813_1	91794
contig_24382_1	31712
contig_243824_1	19490
contig_24383_1	20060
contig_243834_1	67104
contig_243837_1	8862
contig_24384_1	73731
contig_243844_1	8135
contig_243847_1	33876
contig_24385_1	31398
contig_243852_1	9118
contig_243858_1	30422
contig_243862_1	87505
contig_243872_1	79603
contig_243908_1	34880
contig_243912_1	18652
contig_243913_1	13708
contig_243915_1	13374
contig_243920_1	18187
contig_243923_1	31731
contig_243927_1	3110
contig_243931_1	21321
contig_243935_1	37962
contig_243937_1	13854
contig_243939_1	24389
contig_24394_1	18806
contig_243947_1	49034
contig_24395_1	34228
contig_243956_1	53415
contig_24396_1	16408
contig_243967_1	126451
contig_243968_1	6318
contig_243979_1	18440
contig_243982_1	21226
contig_243988_1	25897
contig_243989_1	7535
contig_244004_1	10503
contig_24401_1	23541
contig_244013_1	53377
contig_244028_1	39078
contig_244030_1	41129
contig_244033_1	5351
contig_244036_1	42762
contig_244037_1	35920
contig_244056_1	44948
contig_244058_1	39244
contig_244059_1	31075
contig_24406_1	110329
contig_24407_1	55876
contig_244073_1	120016
contig_244077_1	30518
contig_244078_1	57036
contig_244079_1	28146
contig_244081_1	13727
contig_244086_1	28463
contig_244094_1	57600
contig_24410_1	73702
contig_244107_1	52834
contig_24411_1	148047
contig_244135_1	30921
contig_244146_1	32351
contig_244149_1	15206
contig_244156_1	4631
contig_244164_1	25089
contig_244173_1	20240
contig_244174_1	194679
contig_244180_1	18538
contig_244183_1	64958
contig_244187_1	23750
contig_244191_1	40213
contig_244193_1	4696
contig_244196_1	20480
contig_244202_1	16877
contig_244205_1	32946
contig_244207_1	8830
contig_24421_1	63237
contig_244213_1	12887
